name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW240109_050431,GW240109_050431-v1,1388811889.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW240109_050431-v1,29.1,-6.1,6.9,18.0,-3.8,4.7,10.4,,,1450.0,-750.0,960.0,-0.08,-0.21,0.18,47.2,-5.6,6.4,19.7,-2.2,2.6,,,,0.28,-0.13,0.15,0.00022999999999999998,,,0.99,,,45.3,-5.4,6.2
GW240107_013215,GW240107_013215-v1,1388626353.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW240107_013215-v1,60.0,-18.0,27.0,32.0,-17.0,21.0,9.6,,,5700.0,-3200.0,4700.0,0.35,-0.37,0.27,93.0,-19.0,30.0,36.6,-9.7,14.5,,,,0.87,-0.43,0.54,0.028,,,0.99,,,88.0,-19.0,28.0
GW240105_151143,GW240105_151143-v1,1388502721.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW240105_151143-v1,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,3.3,,,0.7,,,,,
GW240104_164932,GW240104_164932-v1,1388422190.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW240104_164932-v1,42.3,-6.7,9.1,32.3,-7.9,7.3,14.8,,,1890.0,-940.0,1080.0,0.09,-0.18,0.18,74.4,-8.3,11.1,31.8,-3.8,5.0,,,,0.35,-0.16,0.16,1e-05,,,0.99,,,70.8,-7.8,10.4
GW231231_154016,GW231231_154016-v1,1388072434.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231231_154016-v1,22.5,-3.2,5.2,17.2,-3.0,2.8,13.4,,,1060.0,-530.0,580.0,-0.03,-0.11,0.11,39.9,-3.3,4.0,17.1,-1.3,1.6,,,,0.21,-0.1,0.1,1e-05,,,0.99,,,38.1,-3.1,3.9
GW231231_120147,GW231231_120147-v1,1388059325.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231231_120147-v1,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,4.5,,,0.86,,,,,
GW231230_170116,GW231230_170116-v1,1387990895.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231230_170116-v1,53.0,-14.0,30.0,35.0,-13.0,15.0,8.2,,,5600.0,-3100.0,4400.0,-0.22,-0.34,0.32,88.0,-18.0,35.0,36.8,-7.8,12.9,,,,0.86,-0.42,0.52,0.42,,,0.96,,,85.0,-18.0,34.0
GW231226_101520,GW231226_101520-v1,1387620938.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231226_101520-v1,40.0,-2.6,4.1,35.3,-4.7,2.8,34.7,,,1160.0,-310.0,230.0,-0.08,-0.09,0.08,75.1,-2.7,3.3,32.6,-1.3,1.5,,,,0.23,-0.06,0.04,1e-05,,,0.99,,,71.7,-2.5,3.1
GW231224_024321,GW231224_024321-v1,1387421020.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231224_024321-v1,9.3,-1.1,2.2,7.32,-1.35,0.99,14.0,,,950.0,-400.0,280.0,-0.01,-0.06,0.07,16.66,-0.78,1.26,7.13,-0.28,0.48,,,,0.19,-0.07,0.05,1e-05,,,0.99,,,15.89,-0.76,1.23
GW231223_202619,GW231223_202619-v1,1387398397.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231223_202619-v1,11.1,-1.6,3.7,8.3,-1.9,1.4,10.0,,,890.0,-440.0,480.0,0.1,-0.11,0.13,19.6,-1.5,2.2,8.36,-0.57,0.66,,,,0.18,-0.08,0.08,0.002,,,0.99,,,18.7,-1.5,2.2
GW231223_075055,GW231223_075055-v1,1387353073.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231223_075055-v1,12.0,-2.9,6.9,6.8,-2.1,2.0,9.4,,,960.0,-420.0,570.0,0.07,-0.12,0.22,19.0,-2.0,4.6,7.81,-0.58,0.56,,,,0.19,-0.08,0.1,0.55,,,0.98,,,18.2,-1.9,4.8
GW231223_032836,GW231223_032836-v1,1387337334.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231223_032836-v1,46.0,-11.0,15.0,31.0,-15.0,12.0,10.2,,,4000.0,-2000.0,2900.0,-0.19,-0.36,0.34,77.0,-13.0,18.0,32.0,-7.0,8.3,,,,0.65,-0.29,0.37,0.00038,,,0.99,,,74.0,-12.0,17.0
GW231221_135041,GW231221_135041-v1,1387201859.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231221_135041-v1,48.0,-14.0,22.0,29.0,-14.0,13.0,10.0,,,4300.0,-2300.0,3500.0,0.02,-0.38,0.37,78.0,-16.0,21.0,31.3,-6.7,9.4,,,,0.69,-0.33,0.44,0.54,,,0.96,,,75.0,-15.0,20.0
GW231220_173406,GW231220_173406-v1,1387128864.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231220_173406-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,6.2,,,0.77,,,,,
GW231213_111417,GW231213_111417-v1,1386501275.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231213_111417-v1,35.3,-6.4,9.6,27.4,-7.2,7.8,10.4,,,4000.0,-2000.0,2200.0,0.06,-0.22,0.22,62.4,-8.8,13.8,26.7,-3.9,6.1,,,,0.65,-0.29,0.28,1e-05,,,0.99,,,59.4,-8.4,13.1
GW231206_233901,GW231206_233901-v1,1385941159.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231206_233901-v1,37.6,-4.5,6.4,28.5,-5.9,5.3,21.9,,,1490.0,-480.0,320.0,-0.05,-0.14,0.13,66.0,-3.5,5.1,28.1,-1.7,2.6,,,,0.28,-0.08,0.05,1e-05,,,0.99,,,63.0,-3.3,4.7
GW231206_233134,GW231206_233134-v1,1385940712.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231206_233134-v1,35.9,-6.3,9.0,28.6,-7.1,7.6,12.8,,,3000.0,-1700.0,1900.0,-0.1,-0.23,0.21,64.3,-9.2,13.4,27.6,-4.1,6.0,,,,0.51,-0.26,0.25,1e-05,,,0.99,,,61.4,-8.7,12.8
GW231206_010629,GW231206_010629-v1,1385860007.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231206_010629-v1,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,6.8999999999999995,,,0.58,,,,,
GW231204_090648,GW231204_090648-v1,1385716026.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231204_090648-v1,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,3.5999999999999996,,,0.54,,,,,
GW231129_081745,GW231129_081745-v1,1385281083.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231129_081745-v1,46.0,-13.0,14.0,23.6,-7.8,9.8,9.4,,,3600.0,-2000.0,3200.0,0.02,-0.25,0.26,70.0,-13.0,17.0,28.0,-5.5,7.5,,,,0.6,-0.29,0.4,0.056,,,0.99,,,67.0,-13.0,16.0
GW231127_165300,GW231127_165300-v1,1385139198.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231127_165300-v1,46.0,-12.0,17.0,29.0,-11.0,12.0,9.9,,,4400.0,-2500.0,3400.0,0.05,-0.31,0.29,74.0,-15.0,21.0,30.8,-6.6,9.4,,,,0.7,-0.35,0.42,0.01,,,0.99,,,71.0,-14.0,20.0
GW231126_010928,GW231126_010928-v1,1384996186.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231126_010928-v1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,4.2,,,0.86,,,,,
GW231123_135430,GW231123_135430-v2,1384782888.7,2,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231123_135430-v2,137.0,-17.0,22.0,103.0,-52.0,20.0,21.8,,,2200.0,-1500.0,1900.0,0.31,-0.39,0.24,238.0,-49.0,28.0,102.0,-31.0,12.0,,,,0.39,-0.24,0.27,1e-05,,,0.99,,,225.0,-43.0,26.0
GW231120_022103,GW231120_022103-v1,1384482081.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231120_022103-v1,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,3.8000000000000003,,,0.9,,,,,
GW231119_075248,GW231119_075248-v1,1384415586.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231119_075248-v1,48.0,-12.0,21.0,34.0,-13.0,14.0,8.3,,,6600.0,-3600.0,5100.0,-0.01,-0.29,0.26,82.0,-18.0,27.0,34.4,-7.5,11.8,,,,0.97,-0.47,0.57,0.019,,,0.99,,,78.0,-17.0,26.0
GW231118_090602,GW231118_090602-v1,1384333580.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231118_090602-v1,13.2,-3.4,14.0,7.2,-3.2,2.2,11.0,,,1350.0,-610.0,530.0,0.09,-0.1,0.36,20.7,-2.3,10.5,8.37,-0.55,0.78,,,,0.26,-0.11,0.09,1e-05,,,0.99,,,19.8,-2.3,10.8
GW231118_071402,GW231118_071402-v1,1384326860.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231118_071402-v1,43.0,-10.0,14.0,30.0,-9.9,10.2,9.2,,,4100.0,-2100.0,3400.0,0.11,-0.27,0.27,73.0,-13.0,17.0,30.9,-5.9,7.6,,,,0.66,-0.3,0.42,0.0028,,,0.99,,,70.0,-13.0,16.0
GW231118_005626,GW231118_005626-v1,1384304204.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231118_005626-v1,20.2,-5.1,8.2,10.8,-2.3,3.4,10.7,,,2170.0,-960.0,930.0,0.38,-0.1,0.1,31.2,-3.7,6.7,12.7,-1.1,1.6,,,,0.39,-0.16,0.14,1e-05,,,0.99,,,29.5,-3.6,6.7
GW231114_043211,GW231114_043211-v1,1383971549.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231114_043211-v1,23.1,-6.0,9.4,8.2,-2.1,2.3,10.0,,,1340.0,-590.0,830.0,0.09,-0.16,0.21,31.4,-4.7,7.4,11.6,-1.1,1.0,,,,0.26,-0.1,0.13,0.00013,,,0.99,,,30.4,-4.7,7.6
GW231113_200417,GW231113_200417-v1,1383941075.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231113_200417-v1,11.6,-2.4,5.0,7.4,-2.0,1.8,10.5,,,1150.0,-520.0,630.0,0.13,-0.08,0.14,19.2,-1.9,3.1,8.02,-0.63,0.67,,,,0.22,-0.09,0.11,3.8e-05,,,0.99,,,18.3,-1.9,3.2
GW231113_150041,GW231113_150041-v1,1383922859.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231113_150041-v1,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,1.7999999999999998,,,0.96,,,,,
GW231113_122623,GW231113_122623-v1,1383913601.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231113_122623-v1,40.2,-9.1,15.9,27.4,-9.1,8.6,8.6,,,3200.0,-1600.0,2300.0,0.35,-0.31,0.23,68.0,-12.0,15.0,28.6,-5.2,6.0,,,,0.55,-0.23,0.3,0.28,,,0.99,,,64.0,-11.0,14.0
GW231110_040320,GW231110_040320-v1,1383624218.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231110_040320-v1,19.6,-4.2,5.5,12.6,-2.8,3.0,11.5,,,1860.0,-900.0,860.0,0.16,-0.11,0.12,32.3,-3.4,4.3,13.4,-1.1,1.7,,,,0.34,-0.15,0.13,1e-05,,,0.99,,,30.8,-3.4,4.2
GW231108_125142,GW231108_125142-v1,1383483120.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231108_125142-v1,23.2,-3.6,5.2,17.4,-3.0,3.1,12.6,,,2030.0,-880.0,710.0,-0.09,-0.15,0.12,40.6,-3.2,5.0,17.3,-1.2,2.1,,,,0.37,-0.14,0.11,1e-05,,,0.99,,,38.8,-3.1,4.8
GW231104_133418,GW231104_133418-v1,1383140076.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231104_133418-v1,12.3,-2.1,4.4,8.6,-2.1,1.8,11.8,,,1460.0,-650.0,530.0,0.14,-0.07,0.11,21.0,-1.7,2.7,8.85,-0.55,0.85,,,,0.28,-0.11,0.08,1e-05,,,0.99,,,20.0,-1.6,2.7
GW231102_232433,GW231102_232433-v1,1383002691.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231102_232433-v1,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,2.5,,,0.8,,,,,
GW231102_071736,GW231102_071736-v1,1382944674.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231102_071736-v1,62.0,-11.0,12.0,43.0,-12.0,13.0,15.6,,,3700.0,-1700.0,1900.0,0.07,-0.19,0.2,104.0,-12.0,20.0,43.9,-6.1,8.9,,,,0.61,-0.24,0.24,1e-05,,,0.99,,,99.0,-12.0,18.0
GW231102_052214,GW231102_052214-v1,1382937752.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231102_052214-v1,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,4.0,,,0.72,,,,,
GW231029_111508,GW231029_111508-v1,1382613326.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231029_111508-v1,65.0,-14.0,17.0,42.0,-15.0,15.0,10.8,,,3100.0,-1600.0,2400.0,0.14,-0.23,0.22,106.0,-16.0,22.0,44.4,-7.8,10.3,,,,0.52,-0.25,0.31,5.2000000000000004e-05,,,0.99,,,101.0,-15.0,20.0
GW231028_153006,GW231028_153006-v1,1382542224.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231028_153006-v1,99.0,-22.0,32.0,55.0,-21.0,24.0,22.4,,,4200.0,-1900.0,1400.0,0.45,-0.2,0.15,153.0,-14.0,29.0,62.2,-10.0,13.4,,,,0.67,-0.26,0.17,1e-05,,,0.99,,,145.0,-13.0,28.0
GW231026_130704,GW231026_130704-v1,1382360842.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231026_130704-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,1.7,,,0.93,,,,,
GW231020_142947,GW231020_142947-v1,1381847405.6,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231020_142947-v1,12.2,-2.8,9.1,7.3,-2.8,2.1,12.0,,,1230.0,-640.0,510.0,0.15,-0.12,0.25,19.8,-2.1,6.0,8.07,-0.52,0.82,,,,0.24,-0.12,0.08,1e-05,,,0.99,,,18.9,-2.1,6.2
GW231018_233037,GW231018_233037-v1,1381707055.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231018_233037-v1,11.6,-2.5,4.8,7.3,-2.0,1.9,9.1,,,1520.0,-740.0,730.0,0.01,-0.13,0.17,19.1,-2.0,3.2,7.91,-0.66,0.88,,,,0.29,-0.13,0.12,0.68,,,0.93,,,18.3,-2.0,3.3
GW231014_040532,GW231014_040532-v1,1381291551.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231014_040532-v1,20.6,-3.9,7.6,14.8,-4.2,3.8,9.0,,,2300.0,-1200.0,1400.0,0.17,-0.28,0.24,35.6,-4.6,6.9,15.0,-1.9,2.7,,,,0.41,-0.2,0.19,0.21,,,0.96,,,33.9,-4.3,6.5
GW231013_135504,GW231013_135504-v1,1381240522.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231013_135504-v1,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,64.0,,,0.54,,,,,
GW231008_142521,GW231008_142521-v1,1380810339.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231008_142521-v1,46.0,-12.0,16.0,25.1,-9.3,10.8,9.3,,,2800.0,-1200.0,2200.0,-0.01,-0.27,0.25,72.0,-13.0,14.0,29.1,-5.4,6.4,,,,0.48,-0.18,0.3,0.0016,,,0.99,,,69.0,-12.0,14.0
GW231005_144455,GW231005_144455-v1,1380552313.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231005_144455-v1,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,60.0,,,0.55,,,,,
GW231005_091549,GW231005_091549-v1,1380532567.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231005_091549-v1,28.5,-5.8,9.0,21.6,-5.8,6.1,11.0,,,3700.0,-1800.0,2400.0,-0.04,-0.25,0.22,50.3,-8.0,10.8,21.4,-3.4,4.6,,,,0.6,-0.27,0.31,0.04,,,0.99,,,48.1,-7.6,10.2
GW231005_021030,GW231005_021030-v1,1380507049.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231005_021030-v1,85.0,-23.0,28.0,49.0,-19.0,22.0,10.4,,,6100.0,-3100.0,4400.0,0.11,-0.37,0.35,134.0,-25.0,36.0,55.0,-11.0,17.0,,,,0.92,-0.41,0.51,0.01,,,0.99,,,128.0,-24.0,35.0
GW231004_232346,GW231004_232346-v1,1380497044.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231004_232346-v1,66.0,-18.0,23.0,34.0,-13.0,15.0,8.9,,,4200.0,-2100.0,3300.0,-0.05,-0.37,0.29,100.0,-18.0,27.0,40.1,-8.3,11.3,,,,0.67,-0.3,0.41,0.16,,,0.97,,,96.0,-18.0,25.0
GW231002_143916,GW231002_143916-v1,1380292774.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231002_143916-v1,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,1.0,,,0.9,,,,,
GW231001_140220,GW231001_140220-v1,1380204158.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW231001_140220-v1,77.0,-22.0,24.0,40.0,-14.0,17.0,11.5,,,4200.0,-2200.0,3600.0,-0.05,-0.35,0.3,117.0,-22.0,31.0,46.9,-9.4,13.6,,,,0.67,-0.32,0.44,1.6e-05,,,0.99,,,112.0,-21.0,29.0
GW230930_110730,GW230930_110730-v1,1380107268.4,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230930_110730-v1,34.1,-7.4,12.0,24.6,-7.1,8.0,9.0,,,4900.0,-2400.0,3000.0,0.02,-0.26,0.25,58.9,-9.6,14.4,24.9,-4.0,6.2,,,,0.76,-0.33,0.36,0.17,,,0.99,,,56.2,-9.2,13.6
GW230928_215827,GW230928_215827-v1,1379973525.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230928_215827-v1,55.0,-15.0,17.0,30.0,-11.0,13.0,10.5,,,4700.0,-2300.0,3800.0,0.42,-0.24,0.18,85.0,-17.0,21.0,34.6,-7.6,9.2,,,,0.75,-0.31,0.46,1.4999999999999999e-05,,,0.99,,,80.0,-17.0,19.0
GW230927_153832,GW230927_153832-v1,1379864330.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230927_153832-v1,21.9,-2.9,3.6,16.6,-2.5,2.5,20.3,,,1150.0,-510.0,390.0,0.03,-0.08,0.07,38.4,-2.2,3.2,16.44,-0.84,1.39,,,,0.23,-0.09,0.07,1e-05,,,0.99,,,36.6,-2.1,3.0
GW230927_043729,GW230927_043729-v1,1379824667.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230927_043729-v1,34.9,-5.9,8.2,27.4,-6.5,7.1,12.1,,,3200.0,-1700.0,1700.0,,,,62.1,-7.9,12.2,26.6,-3.5,5.4,,,,0.54,-0.25,0.23,1e-05,,,0.99,,,59.2,-7.5,11.5
GW230925_143957,GW230925_143957-v1,1379688015.5,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230925_143957-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,8.2,,,0.55,,,,,
GW230924_124453,GW230924_124453-v1,1379594711.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230924_124453-v1,28.7,-3.8,5.6,23.2,-4.2,4.3,13.5,,,2360.0,-990.0,970.0,0.02,-0.17,0.17,51.8,-4.7,6.8,22.3,-2.0,3.0,,,,0.42,-0.16,0.14,1e-05,,,0.99,,,49.3,-4.4,6.4
GW230922_040658,GW230922_040658-v1,1379390836.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230922_040658-v1,76.0,-18.0,28.0,51.0,-25.0,22.0,12.5,,,6400.0,-3400.0,4100.0,0.33,-0.3,0.24,125.0,-21.0,36.0,52.0,-12.0,17.0,,,,0.96,-0.44,0.47,1e-05,,,0.99,,,119.0,-20.0,34.0
GW230922_020344,GW230922_020344-v1,1379383442.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230922_020344-v1,39.8,-6.5,9.9,29.3,-6.0,5.5,13.4,,,1550.0,-700.0,720.0,0.02,-0.2,0.19,69.2,-6.5,8.8,29.5,-2.6,3.6,,,,0.29,-0.12,0.11,1e-05,,,0.99,,,66.0,-6.1,8.3
GW230920_071124,GW230920_071124-v1,1379229102.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230920_071124-v1,32.5,-6.0,8.4,24.2,-6.8,6.4,11.1,,,2800.0,-1300.0,1700.0,,,,56.8,-8.0,9.9,24.1,-3.5,4.5,,,,0.48,-0.2,0.24,1e-05,,,0.99,,,54.2,-7.5,9.2
GW230920_064709,GW230920_064709-v1,1379227647.3,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230920_064709-v1,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,4.8,,,0.81,,,,,
GW230919_215712,GW230919_215712-v1,1379195850.0,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230919_215712-v1,27.5,-3.5,5.2,21.7,-4.2,3.4,16.8,,,1280.0,-480.0,730.0,0.18,-0.12,0.12,49.4,-4.3,3.9,21.2,-1.8,1.8,,,,0.25,-0.08,0.12,1e-05,,,0.99,,,46.8,-4.1,3.7
GW230914_111401,GW230914_111401-v1,1378725259.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230914_111401-v1,60.0,-11.0,11.0,36.0,-12.0,13.0,17.2,,,2600.0,-1200.0,1500.0,0.12,-0.18,0.18,96.0,-10.0,15.0,39.9,-6.2,7.4,,,,0.46,-0.18,0.21,1e-05,,,0.99,,,91.6,-9.7,13.8
GW230911_195324,GW230911_195324-v1,1378497222.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230911_195324-v1,36.2,-7.3,7.0,20.3,-5.1,5.6,11.1,,,1080.0,-540.0,980.0,-0.06,-0.21,0.19,56.4,-6.3,6.7,23.2,-2.8,3.1,,,,0.21,-0.1,0.16,0.001,,,0.99,,,54.2,-6.1,6.4
GW230904_152545,GW230904_152545-v1,1377876363.2,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230904_152545-v1,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,18.0,,,0.74,,,,,
GW230904_051013,GW230904_051013-v1,1377839431.1,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230904_051013-v1,10.6,-1.9,4.0,7.1,-1.8,1.5,10.5,,,1000.0,-410.0,590.0,0.05,-0.07,0.15,17.9,-1.6,2.3,7.56,-0.59,0.52,,,,0.2,-0.08,0.1,3.9e-05,,,0.99,,,17.1,-1.6,2.4
GW230902_224555,GW230902_224555-v1,1377729973.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_224555-v1,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,51.0,,,0.52,,,,,
GW230902_172430,GW230902_172430-v1,1377710688.8,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_172430-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,39.0,,,0.59,,,,,
GW230902_122814,GW230902_122814-v1,1377692912.9,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230902_122814-v1,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,2.0,,,0.84,,,,,
GW230831_134621,GW230831_134621-v1,1377524799.7,1,GWTC-4.0,https://doi.org/10.7935/aes8-px89,https://gwosc.org/api/v2/event-versions/GW230831_134621-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,12.0,,,0.8,,,,,
